CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12399.0,118,59,1108.65,2,4,4,244,Loyal Customers
12401.0,302,5,84.3,1,1,1,111,Hibernating
12402.0,322,11,225.60000000000002,1,1,1,111,Hibernating
12403.0,49,5,427.7,3,1,2,312,Others
12405.0,148,54,1710.39,2,3,4,234,Big Spenders
12406.0,21,105,3415.3,4,4,5,445,Champions
12407.0,49,77,1708.12,3,4,4,344,Loyal Customers
12408.0,32,105,2888.55,4,4,5,445,Champions
12409.0,78,109,11072.67,2,4,5,245,Loyal Customers
12410.0,308,26,693.33,1,2,3,123,At Risk
12412.0,74,61,1226.88,2,4,4,244,Loyal Customers
12413.0,66,38,758.1,3,3,3,333,Others
12414.0,216,18,562.4100000000001,1,2,3,123,At Risk
12415.0,23,716,124914.53,4,5,5,455,Champions
12417.0,2,192,3649.1,5,5,5,555,Champions
12418.0,112,34,668.58,2,3,3,233,At Risk
12420.0,63,29,600.39,3,2,3,323,Others
12421.0,15,45,807.04,4,3,3,433,Promising
12422.0,95,39,803.5600000000001,2,3,3,233,At Risk
12423.0,0,125,1859.31,5,5,4,554,Champions
12424.0,162,30,1760.96,2,3,4,234,Big Spenders
12425.0,77,36,777.2,2,3,3,233,At Risk
12426.0,194,30,582.73,1,3,3,133,At Risk
12427.0,21,31,825.8000000000001,4,3,3,433,Promising
12428.0,25,294,7956.46,4,5,5,455,Champions
12429.0,8,97,3750.4,5,4,5,545,Champions
12430.0,42,11,256.4,3,1,2,312,Others
12431.0,35,236,6487.45,3,5,5,355,Loyal Customers
12432.0,42,108,5059.32,3,4,5,345,Loyal Customers
12433.0,0,420,13375.87,5,5,5,555,Champions
12434.0,84,50,806.14,2,3,3,233,At Risk
12435.0,79,36,7829.89,2,3,5,235,Big Spenders
12436.0,99,16,509.01,2,2,3,223,At Risk
12437.0,1,200,4951.41,5,5,5,555,Champions
12438.0,13,98,2906.85,4,4,5,445,Champions
12441.0,366,11,173.55,1,1,1,111,Hibernating
12442.0,2,12,172.06,5,1,1,511,New Customers
12444.0,20,177,5005.46,4,5,5,455,Champions
12445.0,21,4,133.4,4,1,1,411,Promising
12446.0,57,58,1002.3100000000001,3,3,4,334,Big Spenders
12447.0,242,26,476.49,1,2,2,122,Hibernating
12448.0,43,22,449.45,3,2,2,322,Others
12449.0,21,191,4067.29,4,5,5,455,Champions
12450.0,155,8,197.88,2,1,1,211,Hibernating
12451.0,10,354,9035.52,5,5,5,555,Champions
12452.0,16,22,430.57000000000005,4,2,2,422,Promising
12453.0,133,43,707.09,2,3,3,233,At Risk
12454.0,55,15,3528.34,3,2,5,325,Big Spenders
12455.0,72,90,2466.86,2,4,5,245,Loyal Customers
12456.0,43,125,3181.04,3,5,5,355,Loyal Customers
12457.0,65,63,2363.23,3,4,5,345,Loyal Customers
12458.0,70,38,947.4,3,3,4,334,Big Spenders
12461.0,93,35,826.88,2,3,3,233,At Risk
12462.0,18,62,1189.59,4,4,4,444,Champions
12463.0,52,83,1344.78,3,4,4,344,Loyal Customers
12464.0,9,29,1212.05,5,2,4,524,Big Spenders
12465.0,16,47,742.19,4,3,3,433,Promising
12468.0,187,38,729.54,1,3,3,133,At Risk
12471.0,1,460,19824.05,5,5,5,555,Champions
12472.0,31,339,6572.11,4,5,5,455,Champions
12473.0,28,168,3938.55,4,5,5,455,Champions
12474.0,16,424,7375.79,4,5,5,455,Champions
12475.0,53,36,723.38,3,3,3,333,Others
12476.0,15,233,6816.42,4,5,5,455,Champions
12477.0,22,300,13219.74,4,5,5,455,Champions
12478.0,3,36,680.99,5,3,3,533,Promising
12479.0,10,31,527.2,5,3,3,533,Promising
12480.0,27,154,3281.63,4,5,5,455,Champions
12481.0,22,217,5596.32,4,5,5,455,Champions
12483.0,16,75,2484.98,4,4,5,445,Champions
12484.0,32,346,4541.72,4,5,5,455,Champions
12488.0,9,55,1298.66,5,3,4,534,Big Spenders
12489.0,335,15,334.93,1,2,2,122,Hibernating
12490.0,4,245,5417.93,5,5,5,555,Champions
12491.0,38,26,460.40000000000003,3,2,2,322,Others
12492.0,62,20,263.21000000000004,3,2,2,322,Others
12493.0,165,22,433.74,2,2,2,222,Hibernating
12494.0,15,77,1246.1,4,4,4,444,Champions
12497.0,81,14,1043.1,2,1,4,214,Big Spenders
12498.0,20,23,403.70000000000005,4,2,2,422,Promising
12500.0,22,61,4257.82,4,4,5,445,Champions
12501.0,336,149,2169.39,1,5,5,155,Loyal Customers
12502.0,95,147,3723.87,2,5,5,255,Loyal Customers
12504.0,17,9,482.04999999999995,4,1,2,412,Promising
12506.0,232,23,73.5,1,2,1,121,Hibernating
12507.0,133,22,1304.81,2,2,4,224,Big Spenders
12508.0,25,69,398.27,4,4,2,442,Loyal Customers
12509.0,283,7,176.5,1,1,1,111,Hibernating
12510.0,142,33,982.5699999999999,2,3,4,234,Big Spenders
12512.0,65,34,138.03,3,3,1,331,Others
12513.0,112,35,612.29,2,3,3,233,At Risk
12514.0,266,51,1017.6800000000001,1,3,4,134,Big Spenders
12515.0,352,16,383.7,1,2,2,122,Hibernating
12516.0,77,26,1312.06,2,2,4,224,Big Spenders
12517.0,27,284,2502.84,4,5,5,455,Champions
12518.0,0,124,2056.89,5,5,4,554,Champions
12519.0,63,18,340.84000000000003,3,2,2,322,Others
12520.0,78,152,2634.26,2,5,5,255,Loyal Customers
12521.0,142,38,599.68,2,3,3,233,At Risk
12522.0,38,12,192.72,3,1,1,311,Others
12523.0,18,106,1789.77,4,4,4,444,Champions
12524.0,8,144,4485.72,5,5,5,555,Champions
12526.0,0,71,1316.66,5,4,4,544,Champions
12527.0,81,18,348.71000000000004,2,2,2,222,Hibernating
12528.0,8,92,1933.48,5,4,4,544,Champions
12530.0,59,66,1662.28,3,4,4,344,Loyal Customers
12531.0,14,17,125.22,4,2,1,421,Promising
12532.0,29,16,349.83000000000004,4,2,2,422,Promising
12534.0,130,63,1089.18,2,4,4,244,Loyal Customers
12535.0,91,34,716.35,2,3,3,233,At Risk
12536.0,42,261,12601.830000000002,3,5,5,355,Loyal Customers
12538.0,28,21,363.95,4,2,2,422,Promising
12539.0,21,273,5568.35,4,5,5,455,Champions
12540.0,19,478,13400.24,4,5,5,455,Champions
12541.0,29,52,981.18,4,3,4,434,Big Spenders
12544.0,35,19,372.7,3,2,2,322,Others
12545.0,74,50,1000.39,2,3,4,234,Big Spenders
12546.0,46,69,1161.5,3,4,4,344,Loyal Customers
12547.0,197,8,207.8,1,1,1,111,Hibernating
12548.0,165,5,95.19999999999999,2,1,1,211,Hibernating
12550.0,78,57,964.83,2,3,4,234,Big Spenders
12551.0,357,10,168.0,1,1,1,111,Hibernating
12552.0,38,20,437.82,3,2,2,322,Others
12553.0,7,191,3692.28,5,5,5,555,Champions
12556.0,49,121,603.71,3,4,3,343,Loyal Customers
12557.0,15,33,11990.960000000001,4,3,5,435,Big Spenders
12558.0,7,11,269.96,5,1,2,512,New Customers
12559.0,310,21,561.71,1,2,3,123,At Risk
12560.0,4,105,2134.01,5,4,5,545,Champions
12561.0,302,16,238.85,1,2,1,121,Hibernating
12562.0,7,168,3781.7400000000002,5,5,5,555,Champions
12564.0,260,21,456.90000000000003,1,2,2,122,Hibernating
12565.0,288,9,145.92000000000002,1,1,1,111,Hibernating
12566.0,85,19,351.65,2,2,2,222,Hibernating
12567.0,22,446,9401.28,4,5,5,455,Champions
12569.0,1,188,4124.6900000000005,5,5,5,555,Champions
12571.0,39,34,519.61,3,3,3,333,Others
12572.0,8,60,1020.4200000000001,5,4,4,544,Champions
12573.0,226,28,160.54000000000002,1,2,1,121,Hibernating
12574.0,315,11,218.45000000000002,1,1,1,111,Hibernating
12576.0,35,88,1315.83,3,4,4,344,Loyal Customers
12577.0,34,147,657.8,3,5,3,353,Loyal Customers
12578.0,20,114,2794.51,4,4,5,445,Champions
12579.0,77,29,440.42,2,2,2,222,Hibernating
12580.0,246,24,415.7,1,2,2,122,Hibernating
12581.0,39,15,197.71,3,2,1,321,Others
12582.0,238,22,511.36,1,2,3,123,At Risk
12583.0,2,247,7281.38,5,5,5,555,Champions
12584.0,3,96,2338.15,5,4,5,545,Champions
12585.0,233,87,2040.1,1,4,4,144,Loyal Customers
12586.0,16,11,196.94000000000003,4,1,1,411,Promising
12587.0,7,4,144.0,5,1,1,511,New Customers
12588.0,38,10,214.89999999999998,3,1,1,311,Others
12589.0,28,35,646.68,4,3,3,433,Promising
12590.0,210,68,9864.26,1,4,5,145,Loyal Customers
12591.0,316,26,452.84999999999997,1,2,2,122,Hibernating
12592.0,91,18,437.6,2,2,2,222,Hibernating
12593.0,108,21,418.1,2,2,2,222,Hibernating
12594.0,37,118,3338.2200000000003,3,4,5,345,Loyal Customers
12596.0,50,27,618.27,3,2,3,323,Others
12597.0,18,206,3811.22,4,5,5,455,Champions
12598.0,9,132,3023.08,5,5,5,555,Champions
12599.0,28,62,1032.58,4,4,4,444,Champions
12600.0,28,64,2599.04,4,4,5,445,Champions
12601.0,189,28,577.0600000000001,1,2,3,123,At Risk
12602.0,58,12,153.12,3,1,1,311,Others
12603.0,21,3,739.1999999999999,4,1,3,413,Promising
12604.0,78,16,254.18,2,2,2,222,Hibernating
12607.0,59,101,1579.51,3,4,4,344,Loyal Customers
12609.0,77,60,1126.85,2,4,4,244,Loyal Customers
12610.0,22,106,2099.54,4,4,5,445,Champions
12611.0,51,65,1193.32,3,4,4,344,Loyal Customers
12612.0,73,19,704.04,2,2,3,223,At Risk
12613.0,56,153,3344.38,3,5,5,355,Loyal Customers
12614.0,277,20,315.6,1,2,2,122,Hibernating
12615.0,1,105,2291.19,5,4,5,545,Champions
12616.0,94,32,713.3,2,3,3,233,At Risk
12617.0,28,42,355.53000000000003,4,3,2,432,Promising
12618.0,21,11,177.31,4,1,1,411,Promising
12619.0,15,90,3641.24,4,4,5,445,Champions
12620.0,14,92,1339.41,4,4,4,444,Champions
12621.0,1,467,13689.67,5,5,5,555,Champions
12622.0,231,11,180.1,1,1,1,111,Hibernating
12623.0,275,18,305.1,1,2,2,122,Hibernating
12624.0,105,38,641.13,2,3,3,233,At Risk
12625.0,211,86,2683.82,1,4,5,145,Loyal Customers
12626.0,22,294,6620.4800000000005,4,5,5,455,Champions
12627.0,10,230,4478.53,5,5,5,555,Champions
12628.0,3,41,786.46,5,3,3,533,Promising
12630.0,9,64,1270.88,5,4,4,544,Champions
12631.0,56,31,640.5,3,3,3,333,Others
12633.0,58,101,2163.98,3,4,5,345,Loyal Customers
12635.0,89,101,1689.18,2,4,4,244,Loyal Customers
12637.0,66,390,6021.9,3,5,5,355,Loyal Customers
12638.0,32,39,671.69,4,3,3,433,Promising
12639.0,238,22,486.1,1,2,2,122,Hibernating
12640.0,23,53,1174.58,4,3,4,434,Big Spenders
12641.0,114,10,185.9,2,1,1,211,Hibernating
12642.0,24,47,1013.26,4,3,4,434,Big Spenders
12643.0,127,24,3344.64,2,2,5,225,Big Spenders
12644.0,129,31,477.90999999999997,2,3,2,232,At Risk
12645.0,33,73,1775.18,3,4,4,344,Loyal Customers
12646.0,4,45,1346.97,5,3,4,534,Big Spenders
12647.0,21,122,3722.82,4,5,5,455,Champions
12648.0,154,21,318.05,2,2,2,222,Hibernating
12649.0,106,31,623.51,2,3,3,233,At Risk
12650.0,2,20,314.44,5,2,2,522,New Customers
12651.0,334,9,114.0,1,1,1,111,Hibernating
12652.0,330,48,919.98,1,3,3,133,At Risk
12653.0,148,43,2209.85,2,3,5,235,Big Spenders
12654.0,10,38,601.98,5,3,3,533,Promising
12656.0,16,126,4051.17,4,5,5,455,Champions
12657.0,10,47,1643.18,5,3,4,534,Big Spenders
12658.0,18,36,686.05,4,3,3,433,Promising
12659.0,29,5,91.68,4,1,1,411,Promising
12660.0,10,13,245.10000000000002,5,1,1,511,New Customers
12662.0,0,230,3849.78,5,5,5,555,Champions
12664.0,7,37,4881.88,5,3,5,535,Big Spenders
12665.0,324,3,63.0,1,1,1,111,Hibernating
12667.0,57,33,620.13,3,3,3,333,Others
12668.0,11,161,3807.15,5,5,5,555,Champions
12669.0,150,101,2744.0299999999997,2,4,5,245,Loyal Customers
12670.0,9,92,2996.05,5,4,5,545,Champions
12672.0,329,10,225.9,1,1,1,111,Hibernating
12673.0,4,42,610.52,5,3,3,533,Promising
12674.0,38,83,1970.6,3,4,4,344,Loyal Customers
12676.0,24,45,1331.39,4,3,4,434,Big Spenders
12678.0,41,165,17628.46,3,5,5,355,Loyal Customers
12679.0,58,48,1113.02,3,3,4,334,Big Spenders
12680.0,0,52,862.81,5,3,3,533,Promising
12681.0,14,638,13787.54,4,5,5,455,Champions
12682.0,3,525,12288.22,5,5,5,555,Champions
12683.0,3,344,8476.57,5,5,5,555,Champions
12684.0,7,105,2283.63,5,4,5,545,Champions
12685.0,27,157,2863.08,4,5,5,455,Champions
12686.0,371,7,89.14,1,1,1,111,Hibernating
12688.0,113,171,4873.81,2,5,5,255,Loyal Customers
12689.0,25,72,1247.6100000000001,4,4,4,444,Champions
12690.0,205,16,389.01,1,2,2,122,Hibernating
12691.0,27,32,1035.8,4,3,4,434,Big Spenders
12693.0,126,39,855.91,2,3,3,233,At Risk
12694.0,69,37,869.67,3,3,3,333,Others
12695.0,6,27,582.1,5,2,3,523,New Customers
12697.0,28,41,957.59,4,3,4,434,Big Spenders
12700.0,7,268,4939.99,5,5,5,555,Champions
12701.0,79,53,797.71,2,3,3,233,At Risk
12702.0,19,12,219.0,4,1,1,411,Promising
12703.0,70,21,283.55,3,2,2,322,Others
12704.0,6,88,2340.84,5,4,5,545,Champions
12705.0,14,334,6868.29,4,5,5,455,Champions
12707.0,291,33,603.42,1,3,3,133,At Risk
12708.0,29,157,2712.91,4,5,5,455,Champions
12709.0,14,208,9736.52,4,5,5,455,Champions
12710.0,96,77,1149.02,2,4,4,244,Loyal Customers
12712.0,28,133,4396.13,4,5,5,455,Champions
12713.0,0,38,848.55,5,3,3,533,Promising
12714.0,8,259,4708.86,5,5,5,555,Champions
12715.0,105,21,353.86,2,2,2,222,Hibernating
12716.0,3,69,1053.49,5,4,4,544,Champions
12717.0,150,55,1030.98,2,3,4,234,Big Spenders
12718.0,70,19,238.25,3,2,1,321,Others
12719.0,4,39,644.95,5,3,3,533,Promising
12720.0,2,354,5781.7300000000005,5,5,5,555,Champions
12721.0,31,161,2656.13,4,5,5,455,Champions
12722.0,84,53,997.63,2,3,4,234,Big Spenders
12723.0,3,69,725.07,5,4,3,543,Loyal Customers
12724.0,4,53,1031.41,5,3,4,534,Big Spenders
12725.0,370,24,427.8,1,2,2,122,Hibernating
12726.0,27,124,2609.1,4,5,5,455,Champions
12727.0,10,139,3980.7000000000003,5,5,5,555,Champions
12728.0,70,46,836.33,3,3,3,333,Others
12729.0,113,26,453.01,2,2,2,222,Hibernating
12731.0,23,274,18895.91,4,5,5,455,Champions
12732.0,179,12,236.26000000000002,1,1,1,111,Hibernating
12733.0,233,22,383.95,1,2,2,122,Hibernating
12734.0,352,4,110.39999999999999,1,1,1,111,Hibernating
12735.0,314,43,779.5699999999999,1,3,3,133,At Risk
12736.0,332,4,234.0,1,1,1,111,Hibernating
12738.0,371,11,155.35,1,1,1,111,Hibernating
12739.0,77,38,1013.04,2,3,4,234,Big Spenders
12740.0,63,27,427.6,3,2,2,322,Others
12743.0,133,134,546.43,2,5,3,253,Loyal Customers
12744.0,51,222,21279.29,3,5,5,355,Loyal Customers
12747.0,1,103,4196.01,5,4,5,545,Champions
12748.0,0,4596,33719.73,5,5,5,555,Champions
12749.0,3,199,4090.88,5,5,5,555,Champions
12750.0,128,15,275.88,2,2,2,222,Hibernating
12752.0,80,53,4366.78,2,3,5,235,Big Spenders
12753.0,22,197,21429.39,4,5,5,455,Champions
12754.0,235,63,3010.74,1,4,5,145,Loyal Customers
12755.0,280,4,3811.9500000000003,1,1,5,115,Big Spenders
12756.0,86,4,112.08,2,1,1,211,Hibernating
12757.0,15,371,7857.1,4,5,5,455,Champions
12758.0,116,97,2791.59,2,4,5,245,Loyal Customers
12759.0,51,95,1531.44,3,4,4,344,Loyal Customers
12762.0,7,69,1898.52,5,4,4,544,Champions
12763.0,137,18,494.08,2,2,3,223,At Risk
12764.0,316,45,1693.88,1,3,4,134,Big Spenders
12766.0,3,310,6989.63,5,5,5,555,Champions
12769.0,238,32,1143.6,1,3,4,134,Big Spenders
12770.0,210,12,1351.45,1,1,4,114,Big Spenders
12772.0,59,55,892.47,3,3,3,333,Others
12775.0,16,66,1386.04,4,4,4,444,Champions
12778.0,19,50,822.23,4,3,3,433,Promising
12779.0,37,149,3981.36,3,5,5,355,Loyal Customers
12781.0,63,25,826.74,3,2,3,323,Others
12782.0,4,103,2330.92,5,4,5,545,Champions
12783.0,1,84,2225.91,5,4,5,545,Champions
12784.0,8,59,574.42,5,4,3,543,Loyal Customers
12785.0,363,14,311.95,1,1,2,112,Hibernating
12787.0,9,20,463.66,5,2,2,522,New Customers
12789.0,64,4,91.85,3,1,1,311,Others
12790.0,191,21,324.92,1,2,2,122,Hibernating
12791.0,373,2,192.60000000000002,1,1,1,111,Hibernating
12792.0,256,25,400.54,1,2,2,122,Hibernating
12793.0,334,24,545.48,1,2,3,123,At Risk
12794.0,52,45,860.41,3,3,3,333,Others
12795.0,18,14,430.48,4,1,2,412,Promising
12797.0,365,13,254.03,1,1,2,112,Hibernating
12798.0,9,8,6977.04,5,1,5,515,Big Spenders
12802.0,186,25,427.58,1,2,2,122,Hibernating
12808.0,36,28,483.65000000000003,3,2,2,322,Others
12809.0,177,25,489.31,2,2,2,222,Hibernating
12811.0,260,31,514.85,1,3,3,133,At Risk
12812.0,44,15,229.64000000000001,3,2,1,321,Others
12814.0,101,2,125.92,2,1,1,211,Hibernating
12815.0,147,47,1063.46,2,3,4,234,Big Spenders
12816.0,95,29,572.2,2,2,3,223,At Risk
12817.0,280,4,166.04000000000002,1,1,1,111,Hibernating
12818.0,261,14,1542.08,1,1,4,114,Big Spenders
12820.0,2,59,942.34,5,4,4,544,Champions
12821.0,213,6,92.72,1,1,1,111,Hibernating
12822.0,70,46,948.88,3,3,4,334,Big Spenders
12823.0,74,5,1759.5,2,1,4,214,Big Spenders
12824.0,59,25,397.12,3,2,2,322,Others
12826.0,2,91,1474.72,5,4,4,544,Champions
12827.0,5,25,430.15,5,2,2,522,New Customers
12828.0,2,56,1018.71,5,3,4,534,Big Spenders
12829.0,336,11,293.0,1,1,2,112,Hibernating
12830.0,37,38,6814.64,3,3,5,335,Big Spenders
12831.0,261,9,215.05,1,1,1,111,Hibernating
12832.0,31,27,383.03000000000003,4,2,2,422,Promising
12833.0,144,24,417.38,2,2,2,222,Hibernating
12834.0,282,18,312.38,1,2,2,122,Hibernating
12836.0,58,175,2612.86,3,5,5,355,Loyal Customers
12837.0,172,12,134.1,2,1,1,211,Hibernating
12838.0,33,123,683.13,3,5,3,353,Loyal Customers
12839.0,2,314,5591.42,5,5,5,555,Champions
12840.0,143,113,2726.77,2,4,5,245,Loyal Customers
12841.0,4,420,4022.35,5,5,5,555,Champions
12842.0,69,34,1118.99,3,3,4,334,Big Spenders
12843.0,65,103,1702.26,3,4,4,344,Loyal Customers
12844.0,28,52,325.96000000000004,4,3,2,432,Promising
12845.0,266,27,354.09000000000003,1,2,2,122,Hibernating
12847.0,21,91,871.54,4,4,3,443,Loyal Customers
12849.0,30,51,1050.89,4,3,4,434,Big Spenders
12851.0,96,50,135.18,2,3,1,231,At Risk
12852.0,294,17,311.55,1,2,2,122,Hibernating
12853.0,134,78,1957.1000000000001,2,4,4,244,Loyal Customers
12854.0,78,110,1324.5,2,4,4,244,Loyal Customers
12855.0,372,3,38.1,1,1,1,111,Hibernating
12856.0,7,314,2179.93,5,5,5,555,Champions
12857.0,210,46,1106.4,1,3,4,134,Big Spenders
12863.0,51,5,521.2,3,1,3,313,Others
12864.0,137,3,147.12,2,1,1,211,Hibernating
12865.0,25,95,1568.23,4,4,4,444,Champions
12866.0,282,26,559.12,1,2,3,123,At Risk
12867.0,25,538,4036.82,4,5,5,455,Champions
12868.0,185,107,1607.0600000000002,1,4,4,144,Loyal Customers
12871.0,83,11,380.64,2,1,2,212,Hibernating
12872.0,326,66,599.97,1,4,3,143,Loyal Customers
12873.0,281,4,374.0,1,1,2,112,Hibernating
12875.0,142,2,343.2300000000001,2,1,2,212,Hibernating
12876.0,57,85,2218.02,3,4,5,345,Loyal Customers
12877.0,3,154,1535.77,5,5,4,554,Champions
12878.0,235,47,854.99,1,3,3,133,At Risk
12879.0,44,10,573.22,3,1,3,313,Others
12881.0,275,7,298.0,1,1,2,112,Hibernating
12882.0,8,13,1463.04,5,1,4,514,Big Spenders
12883.0,24,42,703.47,4,3,3,433,Promising
12884.0,87,7,309.05,2,1,2,212,Hibernating
12885.0,62,71,1175.22,3,4,4,344,Loyal Customers
12886.0,67,82,1378.4,3,4,4,344,Loyal Customers
12888.0,213,5,354.12,1,1,2,112,Hibernating
12890.0,23,82,380.46999999999997,4,4,2,442,Loyal Customers
12891.0,185,3,331.0,1,1,2,112,Hibernating
12893.0,30,34,188.14,4,3,1,431,Promising
12895.0,41,22,372.8,3,2,2,322,Others
12897.0,204,4,216.5,1,1,1,111,Hibernating
12901.0,8,116,17654.54,5,4,5,545,Champions
12902.0,264,10,138.68,1,1,1,111,Hibernating
12904.0,17,72,509.58,4,4,3,443,Loyal Customers
12906.0,11,63,2919.81,5,4,5,545,Champions
12908.0,175,2,750.0,2,1,3,213,At Risk
12909.0,39,91,2178.67,3,4,5,345,Loyal Customers
12910.0,22,75,3075.04,4,4,5,445,Champions
12912.0,2,24,1662.3,5,2,4,524,Big Spenders
12913.0,4,50,2483.63,5,3,5,535,Big Spenders
12915.0,148,22,363.65,2,2,2,222,Hibernating
12916.0,138,107,3006.15,2,4,5,245,Loyal Customers
12917.0,127,2,594.0,2,1,3,213,At Risk
12919.0,7,50,1335.19,5,3,4,534,Big Spenders
12920.0,16,28,164.23,4,2,1,421,Promising
12921.0,8,720,16587.09,5,5,5,555,Champions
12922.0,160,28,405.38,2,2,2,222,Hibernating
12923.0,63,29,176.97,3,2,1,321,Others
12924.0,87,30,933.7,2,3,3,233,At Risk
12925.0,4,45,694.05,5,3,3,533,Promising
12928.0,34,84,2062.7,3,4,5,345,Loyal Customers
12929.0,311,8,117.85,1,1,1,111,Hibernating
12930.0,77,25,415.8,2,2,2,222,Hibernating
12931.0,21,82,42055.96,4,4,5,445,Champions
12933.0,23,106,607.53,4,4,3,443,Loyal Customers
12935.0,1,129,2160.7,5,5,5,555,Champions
12936.0,16,62,1063.9,4,4,4,444,Champions
12937.0,14,120,1504.27,4,4,4,444,Champions
12938.0,25,9,114.14,4,1,1,411,Promising
12939.0,63,47,11581.8,3,3,5,335,Big Spenders
12940.0,54,99,913.54,3,4,3,343,Loyal Customers
12942.0,130,75,683.9,2,4,3,243,Loyal Customers
12944.0,35,30,604.51,3,3,3,333,Others
12945.0,287,23,462.95,1,2,2,122,Hibernating
12947.0,143,97,1603.99,2,4,4,244,Loyal Customers
12948.0,15,116,2064.95,4,4,5,445,Champions
12949.0,30,215,4167.22,4,5,5,455,Champions
12950.0,1,23,1843.0,5,2,4,524,Big Spenders
12951.0,8,63,1064.07,5,4,4,544,Champions
12952.0,5,79,1387.79,5,4,4,544,Champions
12953.0,9,17,329.85,5,2,2,522,New Customers
12955.0,0,180,4757.16,5,5,5,555,Champions
12956.0,305,19,108.07,1,2,1,121,Hibernating
12957.0,9,238,4017.54,5,5,5,555,Champions
12962.0,6,16,266.39,5,2,2,522,New Customers
12963.0,7,95,1856.63,5,4,4,544,Champions
12965.0,88,109,771.91,2,4,3,243,Loyal Customers
12966.0,9,10,160.18,5,1,1,511,New Customers
12967.0,357,19,1660.9,1,2,4,124,Big Spenders
12968.0,111,5,135.95,2,1,1,211,Hibernating
12970.0,6,151,452.24,5,5,2,552,Loyal Customers
12971.0,3,305,11189.91,5,5,5,555,Champions
12974.0,197,8,144.8,1,1,1,111,Hibernating
12976.0,211,22,738.6,1,2,3,123,At Risk
12977.0,155,9,39.239999999999995,2,1,1,211,Hibernating
12980.0,157,20,7374.900000000001,2,2,5,225,Big Spenders
12981.0,29,20,372.21999999999997,4,2,2,422,Promising
12982.0,242,28,390.54,1,2,2,122,Hibernating
12984.0,18,4,97.5,4,1,1,411,Promising
12985.0,0,76,1239.38,5,4,4,544,Champions
12987.0,73,28,558.7,2,2,3,223,At Risk
12988.0,291,92,535.32,1,4,3,143,Loyal Customers
12989.0,2,64,6924.11,5,4,5,545,Champions
12990.0,30,13,409.5,4,1,2,412,Promising
12991.0,22,31,503.76,4,3,3,433,Promising
12993.0,22,27,414.76,4,2,2,422,Promising
12994.0,3,61,974.42,5,4,4,544,Champions
12995.0,84,3,211.32,2,1,1,211,Hibernating
12997.0,21,59,1226.89,4,4,4,444,Champions
12999.0,195,28,455.88,1,2,2,122,Hibernating
13000.0,106,31,534.85,2,3,3,233,At Risk
13001.0,3,339,9818.82,5,5,5,555,Champions
13002.0,317,7,120.95,1,1,1,111,Hibernating
13003.0,105,6,149.05,2,1,1,211,Hibernating
13004.0,11,404,5655.91,5,5,5,555,Champions
13005.0,173,26,513.7,2,2,3,223,At Risk
13006.0,55,4,81.57,3,1,1,311,Others
