CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,KMeans_Cluster
12559.0,310,21,561.71,1,2,3,123,At Risk,3
12560.0,4,105,2134.01,5,4,5,545,Champions,0
12561.0,302,16,238.85,1,2,1,121,Hibernating,3
12562.0,7,168,3781.74,5,5,5,555,Champions,0
12564.0,260,21,456.9,1,2,2,122,Hibernating,3
12565.0,288,9,145.92000000000002,1,1,1,111,Hibernating,3
12566.0,85,19,351.65,2,2,2,222,Hibernating,1
12567.0,22,446,9401.28,4,5,5,455,Champions,0
12569.0,1,188,4124.6900000000005,5,5,5,555,Champions,0
12571.0,39,34,519.61,3,3,3,333,Others,0
12572.0,8,60,1020.42,5,4,4,544,Champions,0
12573.0,226,28,160.54000000000002,1,2,1,121,Hibernating,3
12574.0,315,11,218.45,1,1,1,111,Hibernating,3
12576.0,35,88,1315.83,3,4,4,344,Loyal Customers,0
12577.0,34,147,657.8,3,5,3,353,Loyal Customers,0
12578.0,20,114,2794.51,4,4,5,445,Champions,0
12579.0,77,29,440.42,2,2,2,222,Hibernating,1
12580.0,246,24,415.7,1,2,2,122,Hibernating,3
12581.0,39,15,197.71,3,2,1,321,Others,1
12582.0,238,22,511.36,1,2,3,123,At Risk,3
12583.0,2,247,7281.38,5,5,5,555,Champions,0
12584.0,3,96,2338.15,5,4,5,545,Champions,0
12585.0,233,87,2040.1,1,4,4,144,Loyal Customers,3
12586.0,16,11,196.94000000000003,4,1,1,411,Promising,0
12587.0,7,4,144.0,5,1,1,511,New Customers,0
12588.0,38,10,214.9,3,1,1,311,Others,1
12589.0,28,35,646.68,4,3,3,433,Promising,0
12590.0,210,68,9864.26,1,4,5,145,Loyal Customers,3
12591.0,316,26,452.85,1,2,2,122,Hibernating,3
12592.0,91,18,437.6,2,2,2,222,Hibernating,1
12593.0,108,21,418.1,2,2,2,222,Hibernating,1
12594.0,37,118,3338.2200000000003,3,4,5,345,Loyal Customers,0
12596.0,50,27,618.27,3,2,3,323,Others,1
12597.0,18,206,3811.22,4,5,5,455,Champions,0
12598.0,9,132,3023.08,5,5,5,555,Champions,0
12599.0,28,62,1032.58,4,4,4,444,Champions,0
12600.0,28,64,2599.04,4,4,5,445,Champions,0
12601.0,189,28,577.0600000000001,1,2,3,123,At Risk,3
12602.0,58,12,153.12,3,1,1,311,Others,1
12603.0,21,3,739.1999999999999,4,1,3,413,Promising,0
12604.0,78,16,254.18,2,2,2,222,Hibernating,1
12607.0,59,101,1579.51,3,4,4,344,Loyal Customers,0
12609.0,77,60,1126.85,2,4,4,244,Loyal Customers,1
12610.0,22,106,2099.54,4,4,5,445,Champions,0
12611.0,51,65,1193.32,3,4,4,344,Loyal Customers,0
12612.0,73,19,704.04,2,2,3,223,At Risk,1
12613.0,56,153,3344.38,3,5,5,355,Loyal Customers,0
12614.0,277,20,315.6,1,2,2,122,Hibernating,3
12615.0,1,105,2291.19,5,4,5,545,Champions,0
12616.0,94,32,713.3,2,3,3,233,At Risk,1
12617.0,28,42,355.53000000000003,4,3,2,432,Promising,0
12618.0,21,11,177.31,4,1,1,411,Promising,0
12619.0,15,90,3641.24,4,4,5,445,Champions,0
12620.0,14,92,1339.41,4,4,4,444,Champions,0
12621.0,1,467,13689.67,5,5,5,555,Champions,0
12622.0,231,11,180.1,1,1,1,111,Hibernating,3
12623.0,275,18,305.1,1,2,2,122,Hibernating,3
12624.0,105,38,641.13,2,3,3,233,At Risk,1
12625.0,211,86,2683.82,1,4,5,145,Loyal Customers,3
12626.0,22,294,6620.4800000000005,4,5,5,455,Champions,0
12627.0,10,230,4478.53,5,5,5,555,Champions,0
12628.0,3,41,786.46,5,3,3,533,Promising,0
12630.0,9,64,1270.88,5,4,4,544,Champions,0
12631.0,56,31,640.5,3,3,3,333,Others,1
12633.0,58,101,2163.98,3,4,5,345,Loyal Customers,0
12635.0,89,101,1689.18,2,4,4,244,Loyal Customers,1
12637.0,66,390,6021.9,3,5,5,355,Loyal Customers,0
12638.0,32,39,671.69,4,3,3,433,Promising,0
12639.0,238,22,486.1,1,2,2,122,Hibernating,3
12640.0,23,53,1174.58,4,3,4,434,Big Spenders,0
12641.0,114,10,185.9,2,1,1,211,Hibernating,1
12642.0,24,47,1013.26,4,3,4,434,Big Spenders,0
12643.0,127,24,3344.64,2,2,5,225,Big Spenders,1
12644.0,129,31,477.91,2,3,2,232,At Risk,1
12645.0,33,73,1775.18,3,4,4,344,Loyal Customers,0
12646.0,4,45,1346.97,5,3,4,534,Big Spenders,0
12647.0,21,122,3722.82,4,5,5,455,Champions,0
12648.0,154,21,318.05,2,2,2,222,Hibernating,1
12649.0,106,31,623.51,2,3,3,233,At Risk,1
12650.0,2,20,314.44,5,2,2,522,New Customers,0
12651.0,334,9,114.0,1,1,1,111,Hibernating,3
12652.0,330,48,919.98,1,3,3,133,At Risk,3
12653.0,148,43,2209.85,2,3,5,235,Big Spenders,1
12654.0,10,38,601.98,5,3,3,533,Promising,0
12656.0,16,126,4051.17,4,5,5,455,Champions,0
12657.0,10,47,1643.18,5,3,4,534,Big Spenders,0
12658.0,18,36,686.05,4,3,3,433,Promising,0
12659.0,29,5,91.68,4,1,1,411,Promising,0
12660.0,10,13,245.1,5,1,1,511,New Customers,0
12662.0,0,230,3849.78,5,5,5,555,Champions,0
12664.0,7,37,4881.88,5,3,5,535,Big Spenders,0
12665.0,324,3,63.0,1,1,1,111,Hibernating,3
12667.0,57,33,620.13,3,3,3,333,Others,1
12668.0,11,161,3807.15,5,5,5,555,Champions,0
12669.0,150,101,2744.03,2,4,5,245,Loyal Customers,1
12670.0,9,92,2996.05,5,4,5,545,Champions,0
12672.0,329,10,225.9,1,1,1,111,Hibernating,3
12673.0,4,42,610.52,5,3,3,533,Promising,0
12674.0,38,83,1970.6,3,4,4,344,Loyal Customers,0
12676.0,24,45,1331.39,4,3,4,434,Big Spenders,0
12678.0,41,165,17628.46,3,5,5,355,Loyal Customers,0
12679.0,58,48,1113.02,3,3,4,334,Big Spenders,1
12680.0,0,52,862.81,5,3,3,533,Promising,0
12681.0,14,638,13787.54,4,5,5,455,Champions,0
12682.0,3,525,12288.22,5,5,5,555,Champions,0
12683.0,3,344,8476.57,5,5,5,555,Champions,0
12684.0,7,105,2283.63,5,4,5,545,Champions,0
12685.0,27,157,2863.08,4,5,5,455,Champions,0
12686.0,371,7,89.14,1,1,1,111,Hibernating,3
12688.0,113,171,4873.81,2,5,5,255,Loyal Customers,1
12689.0,25,72,1247.61,4,4,4,444,Champions,0
12690.0,205,16,389.01,1,2,2,122,Hibernating,3
12691.0,27,32,1035.8,4,3,4,434,Big Spenders,0
12693.0,126,39,855.91,2,3,3,233,At Risk,1
12694.0,69,37,869.67,3,3,3,333,Others,1
12695.0,6,27,582.1,5,2,3,523,New Customers,0
12697.0,28,41,957.59,4,3,4,434,Big Spenders,0
12700.0,7,268,4939.99,5,5,5,555,Champions,0
12701.0,79,53,797.71,2,3,3,233,At Risk,1
12702.0,19,12,219.0,4,1,1,411,Promising,0
12703.0,70,21,283.55,3,2,2,322,Others,1
12704.0,6,88,2340.84,5,4,5,545,Champions,0
12705.0,14,334,6868.29,4,5,5,455,Champions,0
12707.0,291,33,603.42,1,3,3,133,At Risk,3
12708.0,29,157,2712.91,4,5,5,455,Champions,0
12709.0,14,208,9736.52,4,5,5,455,Champions,0
12710.0,96,77,1149.02,2,4,4,244,Loyal Customers,1
12712.0,28,133,4396.13,4,5,5,455,Champions,0
12713.0,0,38,848.55,5,3,3,533,Promising,0
12714.0,8,259,4708.86,5,5,5,555,Champions,0
12715.0,105,21,353.86,2,2,2,222,Hibernating,1
12716.0,3,69,1053.49,5,4,4,544,Champions,0
12717.0,150,55,1030.98,2,3,4,234,Big Spenders,1
12718.0,70,19,238.25,3,2,1,321,Others,1
12719.0,4,39,644.95,5,3,3,533,Promising,0
12720.0,2,354,5781.7300000000005,5,5,5,555,Champions,0
12721.0,31,161,2656.13,4,5,5,455,Champions,0
12722.0,84,53,997.63,2,3,4,234,Big Spenders,1
12723.0,3,69,725.07,5,4,3,543,Loyal Customers,0
12724.0,4,53,1031.41,5,3,4,534,Big Spenders,0
12725.0,370,24,427.8,1,2,2,122,Hibernating,3
12726.0,27,124,2609.1,4,5,5,455,Champions,0
12727.0,10,139,3980.7,5,5,5,555,Champions,0
12728.0,70,46,836.33,3,3,3,333,Others,1
12729.0,113,26,453.01,2,2,2,222,Hibernating,1
12731.0,23,274,18895.91,4,5,5,455,Champions,0
12732.0,179,12,236.26,1,1,1,111,Hibernating,1
12733.0,233,22,383.95,1,2,2,122,Hibernating,3
12734.0,352,4,110.4,1,1,1,111,Hibernating,3
12735.0,314,43,779.5699999999999,1,3,3,133,At Risk,3
12736.0,332,4,234.0,1,1,1,111,Hibernating,3
12738.0,371,11,155.35,1,1,1,111,Hibernating,3
12739.0,77,38,1013.04,2,3,4,234,Big Spenders,1
12740.0,63,27,427.6,3,2,2,322,Others,1
12743.0,133,134,546.43,2,5,3,253,Loyal Customers,1
12744.0,51,222,21279.29,3,5,5,355,Loyal Customers,0
12747.0,1,103,4196.01,5,4,5,545,Champions,0
12748.0,0,4596,33719.73,5,5,5,555,Champions,2
12749.0,3,199,4090.88,5,5,5,555,Champions,0
12750.0,128,15,275.88,2,2,2,222,Hibernating,1
12752.0,80,53,4366.78,2,3,5,235,Big Spenders,1
12753.0,22,197,21429.39,4,5,5,455,Champions,0
12754.0,235,63,3010.74,1,4,5,145,Loyal Customers,3
12755.0,280,4,3811.95,1,1,5,115,Big Spenders,3
12756.0,86,4,112.08,2,1,1,211,Hibernating,1
12757.0,15,371,7857.1,4,5,5,455,Champions,0
12758.0,116,97,2791.59,2,4,5,245,Loyal Customers,1
12759.0,51,95,1531.44,3,4,4,344,Loyal Customers,0
12762.0,7,69,1898.52,5,4,4,544,Champions,0
12763.0,137,18,494.08,2,2,3,223,At Risk,1
12764.0,316,45,1693.88,1,3,4,134,Big Spenders,3
12766.0,3,310,6989.63,5,5,5,555,Champions,0
12769.0,238,32,1143.6,1,3,4,134,Big Spenders,3
12770.0,210,12,1351.45,1,1,4,114,Big Spenders,3
12772.0,59,55,892.47,3,3,3,333,Others,1
12775.0,16,66,1386.04,4,4,4,444,Champions,0
12778.0,19,50,822.23,4,3,3,433,Promising,0
12779.0,37,149,3981.36,3,5,5,355,Loyal Customers,0
12781.0,63,25,826.74,3,2,3,323,Others,1
12782.0,4,103,2330.92,5,4,5,545,Champions,0
12783.0,1,84,2225.91,5,4,5,545,Champions,0
12784.0,8,59,574.42,5,4,3,543,Loyal Customers,0
12785.0,363,14,311.95,1,1,2,112,Hibernating,3
12787.0,9,20,463.66,5,2,2,522,New Customers,0
12789.0,64,4,91.85,3,1,1,311,Others,1
12790.0,191,21,324.92,1,2,2,122,Hibernating,3
12791.0,373,2,192.6,1,1,1,111,Hibernating,3
12792.0,256,25,400.54,1,2,2,122,Hibernating,3
12793.0,334,24,545.48,1,2,3,123,At Risk,3
12794.0,52,45,860.41,3,3,3,333,Others,1
12795.0,18,14,430.48,4,1,2,412,Promising,0
12797.0,365,13,254.03,1,1,2,112,Hibernating,3
12798.0,9,8,6977.04,5,1,5,515,Big Spenders,0
12802.0,186,25,427.58,1,2,2,122,Hibernating,3
12808.0,36,28,483.65,3,2,2,322,Others,0
12809.0,177,25,489.31,2,2,2,222,Hibernating,1
12811.0,260,31,514.85,1,3,3,133,At Risk,3
12812.0,44,15,229.64,3,2,1,321,Others,1
12814.0,101,2,125.92,2,1,1,211,Hibernating,1
12815.0,147,47,1063.46,2,3,4,234,Big Spenders,1
12816.0,95,29,572.2,2,2,3,223,At Risk,1
12817.0,280,4,166.04000000000002,1,1,1,111,Hibernating,3
12818.0,261,14,1542.08,1,1,4,114,Big Spenders,3
12820.0,2,59,942.34,5,4,4,544,Champions,0
12821.0,213,6,92.72,1,1,1,111,Hibernating,3
12822.0,70,46,948.88,3,3,4,334,Big Spenders,1
12823.0,74,5,1759.5,2,1,4,214,Big Spenders,1
12824.0,59,25,397.12,3,2,2,322,Others,1
12826.0,2,91,1474.72,5,4,4,544,Champions,0
12827.0,5,25,430.15,5,2,2,522,New Customers,0
12828.0,2,56,1018.71,5,3,4,534,Big Spenders,0
12829.0,336,11,293.0,1,1,2,112,Hibernating,3
12830.0,37,38,6814.64,3,3,5,335,Big Spenders,0
12831.0,261,9,215.05,1,1,1,111,Hibernating,3
12832.0,31,27,383.03,4,2,2,422,Promising,0
12833.0,144,24,417.38,2,2,2,222,Hibernating,1
12834.0,282,18,312.38,1,2,2,122,Hibernating,3
12836.0,58,175,2612.86,3,5,5,355,Loyal Customers,0
12837.0,172,12,134.1,2,1,1,211,Hibernating,1
12838.0,33,123,683.13,3,5,3,353,Loyal Customers,0
12839.0,2,314,5591.42,5,5,5,555,Champions,0
12840.0,143,113,2726.77,2,4,5,245,Loyal Customers,1
12841.0,4,420,4022.35,5,5,5,555,Champions,0
12842.0,69,34,1118.99,3,3,4,334,Big Spenders,1
12843.0,65,103,1702.26,3,4,4,344,Loyal Customers,1
12844.0,28,52,325.96000000000004,4,3,2,432,Promising,0
12845.0,266,27,354.09000000000003,1,2,2,122,Hibernating,3
12847.0,21,91,871.54,4,4,3,443,Loyal Customers,0
12849.0,30,51,1050.89,4,3,4,434,Big Spenders,0
12851.0,96,50,135.18,2,3,1,231,At Risk,1
12852.0,294,17,311.55,1,2,2,122,Hibernating,3
12853.0,134,78,1957.1,2,4,4,244,Loyal Customers,1
12854.0,78,110,1324.5,2,4,4,244,Loyal Customers,1
12855.0,372,3,38.1,1,1,1,111,Hibernating,3
12856.0,7,314,2179.93,5,5,5,555,Champions,0
12857.0,210,46,1106.4,1,3,4,134,Big Spenders,3
12863.0,51,5,521.2,3,1,3,313,Others,1
12864.0,137,3,147.12,2,1,1,211,Hibernating,1
12865.0,25,95,1568.23,4,4,4,444,Champions,0
12866.0,282,26,559.12,1,2,3,123,At Risk,3
12867.0,25,538,4036.82,4,5,5,455,Champions,0
12868.0,185,107,1607.0600000000002,1,4,4,144,Loyal Customers,1
12871.0,83,11,380.64,2,1,2,212,Hibernating,1
12872.0,326,66,599.97,1,4,3,143,Loyal Customers,3
12873.0,281,4,374.0,1,1,2,112,Hibernating,3
12875.0,142,2,343.2300000000001,2,1,2,212,Hibernating,1
12876.0,57,85,2218.02,3,4,5,345,Loyal Customers,0
12877.0,3,154,1535.77,5,5,4,554,Champions,0
12878.0,235,47,854.99,1,3,3,133,At Risk,3
12879.0,44,10,573.22,3,1,3,313,Others,1
12881.0,275,7,298.0,1,1,2,112,Hibernating,3
12882.0,8,13,1463.04,5,1,4,514,Big Spenders,0
12883.0,24,42,703.47,4,3,3,433,Promising,0
12884.0,87,7,309.05,2,1,2,212,Hibernating,1
12885.0,62,71,1175.22,3,4,4,344,Loyal Customers,1
12886.0,67,82,1378.4,3,4,4,344,Loyal Customers,1
12888.0,213,5,354.12,1,1,2,112,Hibernating,3
12890.0,23,82,380.47,4,4,2,442,Loyal Customers,0
12891.0,185,3,331.0,1,1,2,112,Hibernating,3
12893.0,30,34,188.14,4,3,1,431,Promising,0
12895.0,41,22,372.8,3,2,2,322,Others,1
12897.0,204,4,216.5,1,1,1,111,Hibernating,3
12901.0,8,116,17654.54,5,4,5,545,Champions,0
12902.0,264,10,138.68,1,1,1,111,Hibernating,3
12904.0,17,72,509.58,4,4,3,443,Loyal Customers,0
12906.0,11,63,2919.81,5,4,5,545,Champions,0
12908.0,175,2,750.0,2,1,3,213,At Risk,1
12909.0,39,91,2178.67,3,4,5,345,Loyal Customers,0
12910.0,22,75,3075.04,4,4,5,445,Champions,0
12912.0,2,24,1662.3,5,2,4,524,Big Spenders,0
12913.0,4,50,2483.63,5,3,5,535,Big Spenders,0
12915.0,148,22,363.65,2,2,2,222,Hibernating,1
12916.0,138,107,3006.15,2,4,5,245,Loyal Customers,1
12917.0,127,2,594.0,2,1,3,213,At Risk,1
12919.0,7,50,1335.19,5,3,4,534,Big Spenders,0
12920.0,16,28,164.23,4,2,1,421,Promising,0
12921.0,8,720,16587.09,5,5,5,555,Champions,0
12922.0,160,28,405.38,2,2,2,222,Hibernating,1
12923.0,63,29,176.97,3,2,1,321,Others,1
12924.0,87,30,933.7,2,3,3,233,At Risk,1
12925.0,4,45,694.05,5,3,3,533,Promising,0
12928.0,34,84,2062.7,3,4,5,345,Loyal Customers,0
12929.0,311,8,117.85,1,1,1,111,Hibernating,3
12930.0,77,25,415.8,2,2,2,222,Hibernating,1
12931.0,21,82,42055.96,4,4,5,445,Champions,0
12933.0,23,106,607.53,4,4,3,443,Loyal Customers,0
12935.0,1,129,2160.7,5,5,5,555,Champions,0
12936.0,16,62,1063.9,4,4,4,444,Champions,0
12937.0,14,120,1504.27,4,4,4,444,Champions,0
12938.0,25,9,114.14,4,1,1,411,Promising,0
12939.0,63,47,11581.8,3,3,5,335,Big Spenders,0
12940.0,54,99,913.54,3,4,3,343,Loyal Customers,0
12942.0,130,75,683.9,2,4,3,243,Loyal Customers,1
12944.0,35,30,604.51,3,3,3,333,Others,0
12945.0,287,23,462.95,1,2,2,122,Hibernating,3
12947.0,143,97,1603.99,2,4,4,244,Loyal Customers,1
12948.0,15,116,2064.95,4,4,5,445,Champions,0
12949.0,30,215,4167.22,4,5,5,455,Champions,0
12950.0,1,23,1843.0,5,2,4,524,Big Spenders,0
12951.0,8,63,1064.07,5,4,4,544,Champions,0
12952.0,5,79,1387.79,5,4,4,544,Champions,0
12953.0,9,17,329.85,5,2,2,522,New Customers,0
12955.0,0,180,4757.16,5,5,5,555,Champions,0
12956.0,305,19,108.07,1,2,1,121,Hibernating,3
12957.0,9,238,4017.54,5,5,5,555,Champions,0
12962.0,6,16,266.39,5,2,2,522,New Customers,0
12963.0,7,95,1856.63,5,4,4,544,Champions,0
